group,component_index,root_bits,root_regions,leaf_bits,leaf_regions,path_index,path_length,path_score,node_depth,node_bits,node_regions,node_n,node_mean_size,node_breadth
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},19,4,4.0,3,000011,"{AB, Atria}",3,20.666666666666668,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},19,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},23,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},23,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},23,4,4.0,2,000111,"{AVC, AB, Atria}",2,24.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},23,4,4.0,3,000011,"{AB, Atria}",3,20.666666666666668,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},23,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},27,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},27,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},27,4,4.0,2,001111,"{LV, AVC, AB, Atria}",2,32.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},27,4,4.0,3,000011,"{AB, Atria}",3,20.666666666666668,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},27,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},31,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},31,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},31,4,4.0,2,001111,"{LV, AVC, AB, Atria}",2,32.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},31,4,4.0,3,000111,"{AVC, AB, Atria}",2,24.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},31,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},38,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},38,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},38,4,4.0,2,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},38,4,4.0,3,001101,"{LV, AVC, Atria}",1,35.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},38,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},45,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},45,4,4.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},45,4,4.0,2,100011,"{OFT, AB, Atria}",1,23.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},45,4,4.0,3,000011,"{AB, Atria}",3,20.666666666666668,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},45,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},47,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},47,4,4.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},47,4,4.0,2,100011,"{OFT, AB, Atria}",1,23.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},47,4,4.0,3,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},47,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},49,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},49,4,4.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},49,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},49,4,4.0,3,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},49,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},53,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},53,4,4.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},53,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},53,4,4.0,3,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},53,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},57,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},57,4,4.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},57,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},57,4,4.0,3,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},57,4,4.0,4,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},61,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},61,3,3.0,1,001111,"{LV, AVC, AB, Atria}",2,32.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},61,3,3.0,2,000011,"{AB, Atria}",3,20.666666666666668,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},61,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},65,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},65,3,3.0,1,001111,"{LV, AVC, AB, Atria}",2,32.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},65,3,3.0,2,000111,"{AVC, AB, Atria}",2,24.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},65,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},68,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},68,3,3.0,1,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},68,3,3.0,2,001101,"{LV, AVC, Atria}",1,35.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},68,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},75,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},75,3,3.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},75,3,3.0,2,000111,"{AVC, AB, Atria}",2,24.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},75,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},78,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},78,3,3.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},78,3,3.0,2,001101,"{LV, AVC, Atria}",1,35.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},78,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},84,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},84,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},84,3,3.0,2,000011,"{AB, Atria}",3,20.666666666666668,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},84,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},86,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},86,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},86,3,3.0,2,010001,"{RV, Atria}",2,36.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},86,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},88,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},88,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},88,3,3.0,2,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},88,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},90,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},90,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},90,3,3.0,2,100011,"{OFT, AB, Atria}",1,23.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},90,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},95,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},95,3,3.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},95,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},95,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},100,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},100,3,3.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},100,3,3.0,2,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},100,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},104,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},104,3,3.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},104,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},104,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},107,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},107,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},107,3,3.0,2,001001,"{LV, Atria}",1,42.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},107,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},109,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},109,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},109,3,3.0,2,010001,"{RV, Atria}",2,36.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},109,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},113,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},113,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},113,3,3.0,2,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},113,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},117,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},117,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},117,3,3.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",000001,{Atria},117,3,3.0,3,000001,{Atria},15,13.0,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},36,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},36,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},36,4,4.0,2,011100,"{RV, LV, AVC}",2,41.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},36,4,4.0,3,011000,"{RV, LV}",3,29.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},36,4,4.0,4,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},40,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},40,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},40,4,4.0,2,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},40,4,4.0,3,001101,"{LV, AVC, Atria}",1,35.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},40,4,4.0,4,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},43,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},43,4,4.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},43,4,4.0,2,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},43,4,4.0,3,011000,"{RV, LV}",3,29.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},43,4,4.0,4,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},70,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},70,3,3.0,1,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},70,3,3.0,2,001101,"{LV, AVC, Atria}",1,35.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},70,3,3.0,3,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},73,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},73,3,3.0,1,011101,"{RV, LV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},73,3,3.0,2,011000,"{RV, LV}",3,29.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},73,3,3.0,3,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},80,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},80,3,3.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},80,3,3.0,2,001101,"{LV, AVC, Atria}",1,35.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},80,3,3.0,3,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},82,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},82,3,3.0,1,011111,"{RV, LV, AVC, AB, Atria}",3,74.66666666666667,5
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},82,3,3.0,2,011100,"{RV, LV, AVC}",2,41.5,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},82,3,3.0,3,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},108,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},108,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},108,3,3.0,2,001001,"{LV, Atria}",1,42.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},108,3,3.0,3,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},111,3,3.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},111,3,3.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},111,3,3.0,2,011000,"{RV, LV}",3,29.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",001000,{LV},111,3,3.0,3,001000,{LV},13,11.153846153846152,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},48,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},48,4,4.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},48,4,4.0,2,100011,"{OFT, AB, Atria}",1,23.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},48,4,4.0,3,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},48,4,4.0,4,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},50,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},50,4,4.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},50,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},50,4,4.0,3,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},50,4,4.0,4,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},52,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},52,4,4.0,1,110011,"{OFT, RV, AB, Atria}",1,40.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},52,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},52,4,4.0,3,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},52,4,4.0,4,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},54,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},54,4,4.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},54,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},54,4,4.0,3,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},54,4,4.0,4,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},56,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},56,4,4.0,1,110101,"{OFT, RV, AVC, Atria}",1,36.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},56,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},56,4,4.0,3,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},56,4,4.0,4,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},58,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},58,4,4.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},58,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},58,4,4.0,3,100001,"{OFT, Atria}",3,20.0,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},58,4,4.0,4,100000,{OFT},7,6.142857142857143,1
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},60,4,4.0,0,111111,"{OFT, RV, LV, AVC, AB, Atria}",2,112.0,6
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},60,4,4.0,1,111001,"{OFT, RV, LV, Atria}",1,57.0,4
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},60,4,4.0,2,110001,"{OFT, RV, Atria}",1,32.0,3
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},60,4,4.0,3,110000,"{OFT, RV}",10,19.9,2
All,1,111111,"{OFT, RV, LV, AVC, AB, Atria}",100000,{OFT},60,4,4.0,4,100000,{OFT},7,6.142857142857143,1
